rosbagTimestamp,linear,x,y,z,angular,x,y,z
1299161000000,,0.0,0.0,0.0,,0.0,0.0,-0.0
1299181000000,,0.0,0.0,0.0,,0.0,0.0,0.488561332226
1299201000000,,0.0,0.0,0.0,,0.0,0.0,0.865308940411
1299221000000,,0.0,0.0,0.0,,0.0,0.0,1.07191246748
1299241000000,,0.0,0.0,0.0,,0.0,0.0,1.18129080534
1299261000000,,0.0,0.0,0.0,,0.0,0.0,1.25420969725
1299281000000,,0.0,0.0,0.0,,0.0,0.0,1.4
1299331000000,,0.0,0.0,0.0,,0.0,0.0,1.4
1299381000000,,0.0,0.0,0.0,,0.0,0.0,1.4
1299431000000,,0.0,0.0,0.0,,0.0,0.0,1.4
1299481000000,,0.0,0.0,0.0,,0.0,0.0,1.4
1299531000000,,0.0,0.0,0.0,,0.0,0.0,1.4
1299581000000,,0.0,0.0,0.0,,0.0,0.0,1.4
1299631000000,,0.0,0.0,0.0,,0.0,0.0,1.4
1299681000000,,0.0,0.0,0.0,,0.0,0.0,1.4
1299731000000,,0.0,0.0,0.0,,0.0,0.0,1.4
1299780000000,,0.0,0.0,0.0,,0.0,0.0,1.04760617018
1299801000000,,0.0,0.0,0.0,,0.0,0.0,0.853155791759
1299820000000,,0.0,0.0,0.0,,0.0,0.0,0.816696345806
1299870000000,,0.0,0.0,0.0,,0.0,0.0,0.816696345806
1299901000000,,0.0,0.0,0.0,,0.0,0.0,0.755930602551
1299921000000,,0.0,0.0,0.0,,0.0,0.0,0.53717392683
1299941000000,,0.0,0.0,0.0,,0.0,0.0,0.294110953808
1299961000000,,0.0,0.0,0.0,,0.0,0.0,-0.0
1299981000000,,0.0,0.0,0.0,,0.0,0.0,-0.0
1300030000000,,0.0,0.0,0.0,,0.0,0.0,-0.0
1300080000000,,0.0,0.0,0.0,,0.0,0.0,-0.0
1300131000000,,0.0,0.0,0.0,,0.0,0.0,-0.0
1300139000000,,0.0,0.0,0.0,,0.0,0.0,-0.0
1300179000000,,0.0,0.0,0.0,,0.0,0.0,-0.0
1300229000000,,0.0,0.0,0.0,,0.0,0.0,-0.0
1300280000000,,0.333418101072,0.0,0.0,,0.0,0.0,-0.0
1300300000000,,1.23622345924,0.0,0.0,,0.0,0.0,-0.0
1300320000000,,1.96541237831,0.0,0.0,,0.0,0.0,-0.0
1300340000000,,2.0,0.0,0.0,,0.0,0.0,-0.0
1300390000000,,2.0,0.0,0.0,,0.0,0.0,-0.0
1300440000000,,2.0,0.0,0.0,,0.0,0.0,-0.0
1300490000000,,2.0,0.0,0.0,,0.0,0.0,-0.0
1300540000000,,2.0,0.0,0.0,,0.0,0.0,-0.0
1300590000000,,2.0,0.0,0.0,,0.0,0.0,-0.0
1300640000000,,2.0,0.0,0.0,,0.0,0.0,-0.0
1300690000000,,2.0,0.0,0.0,,0.0,0.0,-0.0
1300740000000,,2.0,0.0,0.0,,0.0,0.0,-0.0
1300790000000,,2.0,0.0,0.0,,0.0,0.0,-0.0
1300840000000,,2.0,0.0,0.0,,0.0,0.0,-0.0
1300890000000,,2.0,0.0,0.0,,0.0,0.0,-0.0
1300940000000,,2.0,0.0,0.0,,0.0,0.0,-0.0
1300991000000,,2.0,0.0,0.0,,0.0,0.0,-0.0
1301040000000,,2.0,0.0,0.0,,0.0,0.0,-0.0
1301090000000,,2.0,0.0,0.0,,0.0,0.0,-0.0
1301141000000,,2.0,0.0,0.0,,0.0,0.0,-0.0
1301190000000,,2.0,0.0,0.0,,0.0,0.0,-0.0
1301240000000,,2.0,0.0,0.0,,0.0,0.0,-0.0
1301291000000,,2.0,0.0,0.0,,0.0,0.0,-0.0
1301341000000,,2.0,0.0,0.0,,0.0,0.0,-0.0
1301391000000,,2.0,0.0,0.0,,0.0,0.0,-0.0
1301441000000,,2.0,0.0,0.0,,0.0,0.0,-0.0
1301491000000,,2.0,0.0,0.0,,0.0,0.0,-0.0
1301541000000,,2.0,0.0,0.0,,0.0,0.0,-0.0
1301590000000,,2.0,0.0,0.0,,0.0,0.0,-0.0
1301640000000,,2.0,0.0,0.0,,0.0,0.0,-0.0
1301691000000,,2.0,0.0,0.0,,0.0,0.0,-0.0
1301741000000,,2.0,0.0,0.0,,0.0,0.0,-0.0
1301791000000,,2.0,0.0,0.0,,0.0,0.0,-0.0
1301841000000,,2.0,0.0,0.0,,0.0,0.0,-0.0
1301891000000,,2.0,0.0,0.0,,0.0,0.0,-0.0
1301899000000,,2.0,0.0,0.0,,0.0,0.0,-0.0
1301919000000,,2.0,0.0,0.0,,0.0,0.0,-0.0
1301939000000,,2.0,0.0,0.0,,0.0,0.0,-0.0
1301959000000,,2.0,0.0,0.0,,0.0,0.0,-0.0
1302009000000,,2.0,0.0,0.0,,0.0,0.0,-0.0
1302059000000,,2.0,0.0,0.0,,0.0,0.0,-0.0
1302079000000,,2.0,0.0,0.0,,0.0,0.0,-0.0
1302119000000,,2.0,0.0,0.0,,0.0,0.0,0.0388948243111
1302139000000,,2.0,0.0,0.0,,0.0,0.0,0.0753542676568
1302159000000,,2.0,0.0,0.0,,0.0,0.0,0.20903891325
1302179000000,,2.0,0.0,0.0,,0.0,0.0,0.330570399761
1302199000000,,2.0,0.0,0.0,,0.0,0.0,0.439948737621
1302219000000,,2.0,0.0,0.0,,0.0,0.0,0.488561332226
1302239000000,,2.0,0.0,0.0,,0.0,0.0,0.573633372784
1302259000000,,2.0,0.0,0.0,,0.0,0.0,0.683011710644
1302279000000,,2.0,0.0,0.0,,0.0,0.0,0.731624305248
1302299000000,,2.0,0.0,0.0,,0.0,0.0,0.768083751202
1302319000000,,2.0,0.0,0.0,,0.0,0.0,0.804543197155
1302369000000,,2.0,0.0,0.0,,0.0,0.0,0.804543197155
1302419000000,,2.0,0.0,0.0,,0.0,0.0,0.804543197155
1302469000000,,2.0,0.0,0.0,,0.0,0.0,0.804543197155
1302499000000,,2.0,0.0,0.0,,0.0,0.0,0.816696345806
1302549000000,,2.0,0.0,0.0,,0.0,0.0,0.816696345806
1302598000000,,2.0,0.0,0.0,,0.0,0.0,0.816696345806
1302638000000,,2.0,0.0,0.0,,0.0,0.0,0.804543197155
1302658000000,,2.0,0.0,0.0,,0.0,0.0,0.42779558897
1302678000000,,2.0,0.0,0.0,,0.0,0.0,0.0388948243111
1302698000000,,2.0,0.0,0.0,,0.0,0.0,-0.0
1302749000000,,2.0,0.0,0.0,,0.0,0.0,-0.0
1302798000000,,2.0,0.0,0.0,,0.0,0.0,-0.0
1302848000000,,2.0,0.0,0.0,,0.0,0.0,-0.0
1302898000000,,2.0,0.0,0.0,,0.0,0.0,-0.0
1302948000000,,2.0,0.0,0.0,,0.0,0.0,-0.0
1302999000000,,2.0,0.0,0.0,,0.0,0.0,-0.0
1303049000000,,2.0,0.0,0.0,,0.0,0.0,-0.0
1303099000000,,2.0,0.0,0.0,,0.0,0.0,-0.0
1303149000000,,2.0,0.0,0.0,,0.0,0.0,-0.0
1303199000000,,2.0,0.0,0.0,,0.0,0.0,-0.0
1303248000000,,2.0,0.0,0.0,,0.0,0.0,-0.0
1303299000000,,2.0,0.0,0.0,,0.0,0.0,-0.0
1303349000000,,2.0,0.0,0.0,,0.0,0.0,-0.0
1303399000000,,2.0,0.0,0.0,,0.0,0.0,-0.0
1303449000000,,2.0,0.0,0.0,,0.0,0.0,-0.0
1303499000000,,2.0,0.0,0.0,,0.0,0.0,-0.0
1303549000000,,2.0,0.0,0.0,,0.0,0.0,-0.0
1303599000000,,2.0,0.0,0.0,,0.0,0.0,-0.0
1303649000000,,2.0,0.0,0.0,,0.0,0.0,-0.0
1303699000000,,2.0,0.0,0.0,,0.0,0.0,-0.0
1303749000000,,2.0,0.0,0.0,,0.0,0.0,-0.0
1303800000000,,2.0,0.0,0.0,,0.0,0.0,-0.0
1303849000000,,2.0,0.0,0.0,,0.0,0.0,-0.0
1303899000000,,2.0,0.0,0.0,,0.0,0.0,-0.0
1303949000000,,2.0,0.0,0.0,,0.0,0.0,-0.0
1303999000000,,2.0,0.0,0.0,,0.0,0.0,-0.0
1304049000000,,2.0,0.0,0.0,,0.0,0.0,-0.0
1304098000000,,2.0,0.0,0.0,,0.0,0.0,-0.0
1304149000000,,2.0,0.0,0.0,,0.0,0.0,-0.0
1304199000000,,2.0,0.0,0.0,,0.0,0.0,-0.0
1304249000000,,2.0,0.0,0.0,,0.0,0.0,-0.0
1304299000000,,2.0,0.0,0.0,,0.0,0.0,-0.0
1304349000000,,2.0,0.0,0.0,,0.0,0.0,-0.0
1304399000000,,2.0,0.0,0.0,,0.0,0.0,-0.0
1304449000000,,2.0,0.0,0.0,,0.0,0.0,-0.0
1304499000000,,2.0,0.0,0.0,,0.0,0.0,-0.0
1304549000000,,2.0,0.0,0.0,,0.0,0.0,-0.0
1304599000000,,2.0,0.0,0.0,,0.0,0.0,-0.0
1304649000000,,2.0,0.0,0.0,,0.0,0.0,-0.0
1304699000000,,2.0,0.0,0.0,,0.0,0.0,-0.0
1304749000000,,2.0,0.0,0.0,,0.0,0.0,-0.0
1304799000000,,2.0,0.0,0.0,,0.0,0.0,-0.0
1304849000000,,2.0,0.0,0.0,,0.0,0.0,-0.0
1304899000000,,2.0,0.0,0.0,,0.0,0.0,-0.0
1304949000000,,2.0,0.0,0.0,,0.0,0.0,-0.0
1305000000000,,2.0,0.0,0.0,,0.0,0.0,-0.0
1305050000000,,2.0,0.0,0.0,,0.0,0.0,-0.0
1305100000000,,2.0,0.0,0.0,,0.0,0.0,-0.0
1305149000000,,2.0,0.0,0.0,,0.0,0.0,-0.0
1305199000000,,2.0,0.0,0.0,,0.0,0.0,-0.0
1305249000000,,2.0,0.0,0.0,,0.0,0.0,-0.0
1305299000000,,2.0,0.0,0.0,,0.0,0.0,-0.0
1305349000000,,2.0,0.0,0.0,,0.0,0.0,-0.0
1305399000000,,2.0,0.0,0.0,,0.0,0.0,-0.0
1305450000000,,2.0,0.0,0.0,,0.0,0.0,-0.0
1305500000000,,2.0,0.0,0.0,,0.0,0.0,-0.0
1305536000000,,2.0,0.0,0.0,,0.0,0.0,-0.0
1305556000000,,2.0,0.0,0.0,,0.0,0.0,-0.0
1305576000000,,2.0,0.0,0.0,,0.0,0.0,0.0388948243111
1305596000000,,2.0,0.0,0.0,,0.0,0.0,0.136120010912
1305616000000,,2.0,0.0,0.0,,0.0,0.0,0.184732615948
1305636000000,,2.0,0.0,0.0,,0.0,0.0,0.221192061901
1305655000000,,2.0,0.0,0.0,,0.0,0.0,0.245498359203
1305706000000,,2.0,0.0,0.0,,0.0,0.0,0.245498359203
1305716000000,,2.0,0.0,0.0,,0.0,0.0,0.294110953808
1305736000000,,2.0,0.0,0.0,,0.0,0.0,0.306264102459
1305755000000,,2.0,0.0,0.0,,0.0,0.0,0.31841725111
1305806000000,,2.0,0.0,0.0,,0.0,0.0,0.31841725111
1305815000000,,2.0,0.0,0.0,,0.0,0.0,0.330570399761
1305856000000,,2.0,0.0,0.0,,0.0,0.0,0.379182994366
1305876000000,,2.0,0.0,0.0,,0.0,0.0,0.452101886272
1305896000000,,2.0,0.0,0.0,,0.0,0.0,0.476408183575
1305946000000,,2.0,0.0,0.0,,0.0,0.0,0.476408183575
1305995000000,,2.0,0.0,0.0,,0.0,0.0,0.476408183575
1306046000000,,2.0,0.0,0.0,,0.0,0.0,0.476408183575
1306076000000,,2.0,0.0,0.0,,0.0,0.0,0.488561332226
1306126000000,,2.0,0.0,0.0,,0.0,0.0,0.488561332226
1306155000000,,2.0,0.0,0.0,,0.0,0.0,-0.0
1306175000000,,2.0,0.0,0.0,,0.0,0.0,-0.0
1306225000000,,2.0,0.0,0.0,,0.0,0.0,-0.0
1306275000000,,2.0,0.0,0.0,,0.0,0.0,-0.0
1306325000000,,2.0,0.0,0.0,,0.0,0.0,-0.0
1306375000000,,2.0,0.0,0.0,,0.0,0.0,-0.0
1306425000000,,2.0,0.0,0.0,,0.0,0.0,-0.0
1306475000000,,2.0,0.0,0.0,,0.0,0.0,-0.0
1306525000000,,2.0,0.0,0.0,,0.0,0.0,-0.0
1306575000000,,2.0,0.0,0.0,,0.0,0.0,-0.0
1306625000000,,2.0,0.0,0.0,,0.0,0.0,-0.0
1306676000000,,2.0,0.0,0.0,,0.0,0.0,-0.0
1306725000000,,2.0,0.0,0.0,,0.0,0.0,-0.0
1306776000000,,2.0,0.0,0.0,,0.0,0.0,-0.0
1306826000000,,2.0,0.0,0.0,,0.0,0.0,-0.0
1306876000000,,2.0,0.0,0.0,,0.0,0.0,-0.0
1306926000000,,2.0,0.0,0.0,,0.0,0.0,-0.0
1306976000000,,2.0,0.0,0.0,,0.0,0.0,-0.0
1307026000000,,2.0,0.0,0.0,,0.0,0.0,-0.0
1307076000000,,2.0,0.0,0.0,,0.0,0.0,-0.0
1307126000000,,2.0,0.0,0.0,,0.0,0.0,-0.0
1307176000000,,2.0,0.0,0.0,,0.0,0.0,-0.0
1307226000000,,2.0,0.0,0.0,,0.0,0.0,-0.0
1307276000000,,2.0,0.0,0.0,,0.0,0.0,-0.0
1307326000000,,2.0,0.0,0.0,,0.0,0.0,-0.0
1307376000000,,2.0,0.0,0.0,,0.0,0.0,-0.0
1307426000000,,2.0,0.0,0.0,,0.0,0.0,-0.0
1307475000000,,2.0,0.0,0.0,,0.0,0.0,-0.0
1307526000000,,2.0,0.0,0.0,,0.0,0.0,-0.0
1307576000000,,2.0,0.0,0.0,,0.0,0.0,-0.0
1307626000000,,2.0,0.0,0.0,,0.0,0.0,-0.0
1307676000000,,2.0,0.0,0.0,,0.0,0.0,-0.0
1307726000000,,2.0,0.0,0.0,,0.0,0.0,-0.0
1307776000000,,2.0,0.0,0.0,,0.0,0.0,-0.0
1307826000000,,2.0,0.0,0.0,,0.0,0.0,-0.0
1307876000000,,2.0,0.0,0.0,,0.0,0.0,-0.0
1307927000000,,2.0,0.0,0.0,,0.0,0.0,-0.0
1307976000000,,2.0,0.0,0.0,,0.0,0.0,-0.0
1308026000000,,2.0,0.0,0.0,,0.0,0.0,-0.0
1308076000000,,2.0,0.0,0.0,,0.0,0.0,-0.0
1308114000000,,2.0,0.0,0.0,,0.0,0.0,-0.0
1308134000000,,2.0,0.0,0.0,,0.0,0.0,-0.160426308215
1308154000000,,2.0,0.0,0.0,,0.0,0.0,-0.281957805157
1308173000000,,2.0,0.0,0.0,,0.0,0.0,-0.379182994366
1308194000000,,2.0,0.0,0.0,,0.0,0.0,-0.464255034924
1308214000000,,2.0,0.0,0.0,,0.0,0.0,-0.476408183575
1308234000000,,2.0,0.0,0.0,,0.0,0.0,-0.488561332226
1308254000000,,2.0,0.0,0.0,,0.0,0.0,-0.525020778179
1308304000000,,2.0,0.0,0.0,,0.0,0.0,-0.525020778179
1308354000000,,2.0,0.0,0.0,,0.0,0.0,-0.525020778179
1308404000000,,2.0,0.0,0.0,,0.0,0.0,-0.525020778179
1308454000000,,2.0,0.0,0.0,,0.0,0.0,-0.525020778179
1308504000000,,2.0,0.0,0.0,,0.0,0.0,-0.525020778179
1308554000000,,2.0,0.0,0.0,,0.0,0.0,-0.525020778179
1308604000000,,2.0,0.0,0.0,,0.0,0.0,-0.525020778179
1308654000000,,2.0,0.0,0.0,,0.0,0.0,-0.525020778179
1308693000000,,2.0,0.0,0.0,,0.0,0.0,-0.476408183575
1308713000000,,2.0,0.0,0.0,,0.0,0.0,-0.0
1308733000000,,2.0,0.0,0.0,,0.0,0.0,-0.0
1308783000000,,2.0,0.0,0.0,,0.0,0.0,-0.0
1308833000000,,2.0,0.0,0.0,,0.0,0.0,-0.0
1308883000000,,2.0,0.0,0.0,,0.0,0.0,-0.0
1308933000000,,2.0,0.0,0.0,,0.0,0.0,-0.0
1308983000000,,2.0,0.0,0.0,,0.0,0.0,-0.0
1309033000000,,2.0,0.0,0.0,,0.0,0.0,-0.0
1309083000000,,2.0,0.0,0.0,,0.0,0.0,-0.0
1309133000000,,2.0,0.0,0.0,,0.0,0.0,-0.0
1309183000000,,2.0,0.0,0.0,,0.0,0.0,-0.0
1309233000000,,2.0,0.0,0.0,,0.0,0.0,-0.0
1309283000000,,2.0,0.0,0.0,,0.0,0.0,-0.0
1309333000000,,2.0,0.0,0.0,,0.0,0.0,-0.0
1309383000000,,2.0,0.0,0.0,,0.0,0.0,-0.0
1309412000000,,2.0,0.0,0.0,,0.0,0.0,-0.0
1309462000000,,2.0,0.0,0.0,,0.0,0.0,-0.0
1309492000000,,2.0,0.0,0.0,,0.0,0.0,-0.0
1309512000000,,2.0,0.0,0.0,,0.0,0.0,-0.0
1309532000000,,2.0,0.0,0.0,,0.0,0.0,0.014588525705
1309553000000,,2.0,0.0,0.0,,0.0,0.0,0.172579456866
1309573000000,,2.0,0.0,0.0,,0.0,0.0,0.221192061901
1309622000000,,2.0,0.0,0.0,,0.0,0.0,0.221192061901
1309632000000,,2.0,0.0,0.0,,0.0,0.0,0.281957805157
1309682000000,,2.0,0.0,0.0,,0.0,0.0,0.281957805157
1309732000000,,2.0,0.0,0.0,,0.0,0.0,0.281957805157
1309752000000,,2.0,0.0,0.0,,0.0,0.0,0.330570399761
1309772000000,,2.0,0.0,0.0,,0.0,0.0,0.367029845715
1309822000000,,2.0,0.0,0.0,,0.0,0.0,0.367029845715
1309872000000,,2.0,0.0,0.0,,0.0,0.0,0.367029845715
1309922000000,,2.0,0.0,0.0,,0.0,0.0,0.367029845715
1309973000000,,2.0,0.0,0.0,,0.0,0.0,0.367029845715
1310022000000,,2.0,0.0,0.0,,0.0,0.0,0.367029845715
1310052000000,,2.0,0.0,0.0,,0.0,0.0,-0.0
1310072000000,,2.0,0.0,0.0,,0.0,0.0,-0.0
1310122000000,,2.0,0.0,0.0,,0.0,0.0,-0.0
1310172000000,,2.0,0.0,0.0,,0.0,0.0,-0.0
1310222000000,,2.0,0.0,0.0,,0.0,0.0,-0.0
1310272000000,,2.0,0.0,0.0,,0.0,0.0,-0.0
1310322000000,,2.0,0.0,0.0,,0.0,0.0,-0.0
1310372000000,,2.0,0.0,0.0,,0.0,0.0,-0.0
1310422000000,,2.0,0.0,0.0,,0.0,0.0,-0.0
1310472000000,,2.0,0.0,0.0,,0.0,0.0,-0.0
1310512000000,,2.0,0.0,0.0,,0.0,0.0,-0.0
1310532000000,,2.0,0.0,0.0,,0.0,0.0,0.02674167566
1310552000000,,2.0,0.0,0.0,,0.0,0.0,0.099660564959
1310572000000,,2.0,0.0,0.0,,0.0,0.0,0.160426308215
1310592000000,,2.0,0.0,0.0,,0.0,0.0,0.172579456866
1310632000000,,2.0,0.0,0.0,,0.0,0.0,0.184732615948
1310682000000,,2.0,0.0,0.0,,0.0,0.0,0.184732615948
1310732000000,,2.0,0.0,0.0,,0.0,0.0,0.184732615948
1310752000000,,2.0,0.0,0.0,,0.0,0.0,-0.0
1310772000000,,2.0,0.0,0.0,,0.0,0.0,-0.0
1310821000000,,2.0,0.0,0.0,,0.0,0.0,-0.0
1310871000000,,2.0,0.0,0.0,,0.0,0.0,-0.0
1310921000000,,2.0,0.0,0.0,,0.0,0.0,-0.0
1310971000000,,2.0,0.0,0.0,,0.0,0.0,-0.0
1310991000000,,2.0,0.0,0.0,,0.0,0.0,0.0388948243111
1311011000000,,2.0,0.0,0.0,,0.0,0.0,0.11181371361
1311051000000,,2.0,0.0,0.0,,0.0,0.0,0.123966862261
1311101000000,,2.0,0.0,0.0,,0.0,0.0,0.123966862261
1311131000000,,2.0,0.0,0.0,,0.0,0.0,0.136120010912
1311171000000,,2.0,0.0,0.0,,0.0,0.0,0.0875074163079
1311191000000,,2.0,0.0,0.0,,0.0,0.0,-0.0
1311241000000,,2.0,0.0,0.0,,0.0,0.0,-0.0
1311291000000,,2.0,0.0,0.0,,0.0,0.0,-0.0
1311341000000,,2.0,0.0,0.0,,0.0,0.0,-0.0
1311391000000,,2.0,0.0,0.0,,0.0,0.0,-0.0
1311441000000,,2.0,0.0,0.0,,0.0,0.0,-0.0
1311451000000,,2.0,0.0,0.0,,0.0,0.0,-0.0
1311501000000,,2.0,0.0,0.0,,0.0,0.0,-0.0
1311551000000,,2.0,0.0,0.0,,0.0,0.0,-0.0
1311591000000,,2.0,0.0,0.0,,0.0,0.0,-0.0
1311640000000,,2.0,0.0,0.0,,0.0,0.0,-0.0
1311650000000,,2.0,0.0,0.0,,0.0,0.0,-0.0
1311670000000,,2.0,0.0,0.0,,0.0,0.0,-0.0
1311721000000,,2.0,0.0,0.0,,0.0,0.0,-0.0
1311771000000,,2.0,0.0,0.0,,0.0,0.0,-0.0
1311821000000,,2.0,0.0,0.0,,0.0,0.0,-0.0
1311871000000,,2.0,0.0,0.0,,0.0,0.0,-0.0
1311921000000,,2.0,0.0,0.0,,0.0,0.0,-0.0
1311971000000,,2.0,0.0,0.0,,0.0,0.0,-0.0
1311991000000,,2.0,0.0,0.0,,0.0,0.0,-0.0
1312011000000,,2.0,0.0,0.0,,0.0,0.0,-0.0
1312031000000,,2.0,0.0,0.0,,0.0,0.0,0.0753542676568
1312051000000,,2.0,0.0,0.0,,0.0,0.0,0.184732615948
1312071000000,,2.0,0.0,0.0,,0.0,0.0,0.196885764599
1312120000000,,2.0,0.0,0.0,,0.0,0.0,0.196885764599
1312170000000,,2.0,0.0,0.0,,0.0,0.0,0.196885764599
